id,date,user,pc,to,cc,bcc,from,size,attachments
E005082,03/19/2010 12:16:00,iris.lee,DSK0005,iris.lee@partner.com,,,iris.lee@dtaa.com,36781763,0
E005083,10/31/2010 23:54:00,diana.wilson,DSK0005,alice.smith@external.com,,,diana.wilson@external.com,8560110,1
E005084,01/17/2010 16:46:00,bob.johnson,LAP0004,charlie.brown@company.com,,,bob.johnson@company.com,1331074,0
E005085,01/04/2010 05:14:00,noah.martin,LAP0004,olivia.garcia@external.com,,,noah.martin@dtaa.com,2072352,0
E005086,01/14/2010 11:07:00,alice.smith,LAP0001,frank.miller@partner.com,jack.white@dtaa.com,,alice.smith@external.com,28306500,4
E005087,09/12/2010 12:10:00,charlie.brown,DSK0004,charlie.brown@company.com,peter.robinson@dtaa.com,,charlie.brown@dtaa.com,12970497,1
E005088,11/22/2010 11:29:00,leo.harris,DSK0003,eve.davis@external.com,,,leo.harris@external.com,27872297,0
E005089,03/12/2010 11:11:00,henry.clark,DSK0003,olivia.garcia@company.com,henry.clark@dtaa.com,,henry.clark@company.com,21672582,0
E005090,09/24/2010 08:08:00,grace.taylor,LAP0004,frank.miller@partner.com,peter.robinson@dtaa.com,noah.martin@dtaa.com,grace.taylor@company.com,3713267,1
E005091,08/09/2010 10:03:00,alice.smith,LAP0001,frank.miller@dtaa.com,grace.taylor@dtaa.com,,alice.smith@company.com,23931411,0
E005092,07/26/2010 11:11:00,iris.lee,DSK0001,diana.wilson@partner.com,charlie.brown@dtaa.com,,iris.lee@partner.com,31413255,2
E005093,03/22/2010 18:37:00,noah.martin,DSK0004,grace.taylor@partner.com,,,noah.martin@company.com,38342270,2
E005094,07/25/2010 04:52:00,olivia.garcia,LAP0002,bob.johnson@external.com,,,olivia.garcia@external.com,27434098,0
E005095,06/09/2010 19:39:00,henry.clark,LAP0005,henry.clark@external.com,,,henry.clark@external.com,46894144,8
E005096,01/27/2010 10:17:00,frank.miller,DSK0002,noah.martin@company.com,,,frank.miller@external.com,24607885,9
E005097,05/15/2010 08:47:00,noah.martin,DSK0004,peter.robinson@dtaa.com,,,noah.martin@dtaa.com,27750340,3
E005098,04/04/2010 18:53:00,diana.wilson,DSK0001,peter.robinson@dtaa.com,,,diana.wilson@dtaa.com,31035428,0
E005099,03/28/2010 19:19:00,peter.robinson,DSK0005,henry.clark@partner.com,noah.martin@dtaa.com,,peter.robinson@external.com,38155111,0
E005100,11/15/2010 06:57:00,jack.white,DSK0001,frank.miller@company.com,diana.wilson@dtaa.com,,jack.white@partner.com,36966137,0
E005101,08/07/2010 04:36:00,alice.smith,LAP0003,noah.martin@dtaa.com,eve.davis@dtaa.com,,alice.smith@partner.com,45160870,1
E005102,04/16/2010 13:48:00,jack.white,LAP0004,diana.wilson@dtaa.com,,,jack.white@external.com,39935068,10
E005103,12/05/2010 02:05:00,noah.martin,LAP0003,frank.miller@company.com,grace.taylor@dtaa.com,,noah.martin@dtaa.com,46088165,0
E005104,11/30/2010 08:13:00,olivia.garcia,DSK0004,diana.wilson@company.com,,,olivia.garcia@company.com,22744910,0
E005105,12/07/2010 08:43:00,karen.green,DSK0001,noah.martin@partner.com,,,karen.green@company.com,39600672,5
E005106,03/12/2010 05:15:00,eve.davis,LAP0001,jack.white@external.com,,,eve.davis@dtaa.com,32688606,0
E005107,06/01/2010 09:42:00,olivia.garcia,DSK0005,iris.lee@external.com,,,olivia.garcia@dtaa.com,49624925,0
E005108,09/24/2010 14:38:00,olivia.garcia,DSK0004,karen.green@dtaa.com,eve.davis@dtaa.com,,olivia.garcia@company.com,19346598,0
E005109,04/08/2010 22:11:00,diana.wilson,DSK0002,bob.johnson@partner.com,,,diana.wilson@external.com,6752686,1
E005110,11/28/2010 18:17:00,leo.harris,DSK0002,noah.martin@company.com,,,leo.harris@dtaa.com,37474536,9
E005111,02/21/2010 04:11:00,grace.taylor,LAP0004,karen.green@external.com,diana.wilson@dtaa.com,,grace.taylor@partner.com,37635720,0
E005112,07/13/2010 06:30:00,mia.thompson,LAP0001,grace.taylor@dtaa.com,,,mia.thompson@partner.com,27506376,0
E005113,12/11/2010 07:34:00,diana.wilson,DSK0005,alice.smith@company.com,,,diana.wilson@dtaa.com,6084115,0
E005114,01/05/2010 03:34:00,diana.wilson,LAP0003,grace.taylor@external.com,,,diana.wilson@dtaa.com,49737575,10
E005115,08/14/2010 00:30:00,karen.green,LAP0005,jack.white@partner.com,,,karen.green@company.com,30983756,0
E005116,11/03/2010 19:03:00,bob.johnson,DSK0001,henry.clark@partner.com,noah.martin@dtaa.com,,bob.johnson@external.com,24646252,3
E005117,09/09/2010 08:36:00,bob.johnson,DSK0003,frank.miller@partner.com,jack.white@dtaa.com,,bob.johnson@dtaa.com,12600638,0
E005118,12/12/2010 14:53:00,leo.harris,DSK0001,leo.harris@partner.com,,,leo.harris@company.com,18618065,2
E005119,06/24/2010 12:52:00,peter.robinson,LAP0003,frank.miller@company.com,frank.miller@dtaa.com,,peter.robinson@company.com,16735232,0
E005120,09/03/2010 18:38:00,charlie.brown,DSK0004,mia.thompson@dtaa.com,mia.thompson@dtaa.com,,charlie.brown@partner.com,18643900,0
E005121,03/06/2010 11:10:00,alice.smith,LAP0005,jack.white@external.com,,leo.harris@dtaa.com,alice.smith@dtaa.com,26827643,1
E005122,06/15/2010 12:48:00,jack.white,DSK0005,henry.clark@dtaa.com,,,jack.white@dtaa.com,10598843,0
E005123,01/27/2010 11:30:00,karen.green,DSK0001,diana.wilson@dtaa.com,peter.robinson@dtaa.com,,karen.green@company.com,26506752,2
E005124,11/30/2010 14:42:00,karen.green,DSK0004,karen.green@external.com,diana.wilson@dtaa.com,,karen.green@partner.com,39683626,0
E005125,04/16/2010 01:54:00,henry.clark,LAP0001,bob.johnson@dtaa.com,diana.wilson@dtaa.com,,henry.clark@partner.com,6581734,10
E005126,10/26/2010 10:46:00,charlie.brown,DSK0001,alice.smith@company.com,,,charlie.brown@partner.com,30772194,0
E005127,06/10/2010 08:26:00,leo.harris,DSK0003,bob.johnson@partner.com,alice.smith@dtaa.com,,leo.harris@company.com,49898909,1
E005128,10/13/2010 08:29:00,iris.lee,LAP0005,mia.thompson@partner.com,,,iris.lee@external.com,19357690,1
E005129,03/23/2010 17:26:00,grace.taylor,DSK0005,grace.taylor@dtaa.com,,,grace.taylor@dtaa.com,12280254,2
E005130,08/06/2010 13:52:00,peter.robinson,LAP0004,diana.wilson@dtaa.com,,,peter.robinson@company.com,17231977,2
E005131,09/03/2010 09:11:00,grace.taylor,DSK0005,peter.robinson@partner.com,,diana.wilson@dtaa.com,grace.taylor@company.com,41962885,0
E005132,07/17/2010 11:40:00,bob.johnson,LAP0005,noah.martin@external.com,,,bob.johnson@dtaa.com,25557515,0
E005133,12/12/2010 07:27:00,mia.thompson,LAP0001,diana.wilson@company.com,,,mia.thompson@partner.com,15709407,9
E005134,05/15/2010 05:21:00,olivia.garcia,LAP0003,eve.davis@external.com,,leo.harris@dtaa.com,olivia.garcia@external.com,43099915,0
E005135,04/16/2010 20:14:00,diana.wilson,LAP0005,frank.miller@company.com,,,diana.wilson@dtaa.com,21980478,0
E005136,01/12/2010 03:32:00,diana.wilson,LAP0005,eve.davis@partner.com,,,diana.wilson@partner.com,41700587,5
E005137,08/14/2010 06:24:00,jack.white,DSK0005,leo.harris@dtaa.com,,,jack.white@partner.com,27413245,0
E005138,02/08/2010 17:06:00,noah.martin,DSK0002,olivia.garcia@external.com,,,noah.martin@partner.com,29777430,1
E005139,05/08/2010 02:19:00,bob.johnson,LAP0002,karen.green@dtaa.com,,,bob.johnson@external.com,18676254,0
E005140,08/26/2010 11:58:00,bob.johnson,DSK0005,henry.clark@dtaa.com,,,bob.johnson@dtaa.com,8559089,1
E005141,04/06/2010 13:45:00,karen.green,LAP0001,eve.davis@dtaa.com,,,karen.green@dtaa.com,26858622,0
E005142,07/05/2010 19:11:00,olivia.garcia,LAP0001,charlie.brown@partner.com,olivia.garcia@dtaa.com,,olivia.garcia@company.com,1722540,3
E005143,09/21/2010 06:47:00,olivia.garcia,LAP0001,iris.lee@partner.com,,,olivia.garcia@company.com,21860838,0
E005144,04/04/2010 00:48:00,olivia.garcia,DSK0001,olivia.garcia@partner.com,,,olivia.garcia@external.com,4395973,1
E005145,01/20/2010 13:43:00,peter.robinson,LAP0004,alice.smith@company.com,,,peter.robinson@partner.com,11403804,1
E005146,02/25/2010 20:13:00,iris.lee,LAP0005,henry.clark@company.com,,leo.harris@dtaa.com,iris.lee@company.com,48664953,9
E005147,05/18/2010 22:42:00,jack.white,LAP0001,alice.smith@partner.com,karen.green@dtaa.com,,jack.white@dtaa.com,28723055,0
E005148,03/31/2010 18:07:00,diana.wilson,DSK0005,mia.thompson@external.com,jack.white@dtaa.com,,diana.wilson@external.com,31562150,1
E005149,04/05/2010 00:58:00,henry.clark,LAP0004,diana.wilson@partner.com,noah.martin@dtaa.com,,henry.clark@dtaa.com,26874320,4
E005150,07/10/2010 04:54:00,diana.wilson,LAP0003,jack.white@external.com,,,diana.wilson@external.com,49916793,2
E005151,10/02/2010 19:12:00,iris.lee,LAP0005,noah.martin@dtaa.com,,,iris.lee@external.com,34663919,0
E005152,11/09/2010 02:20:00,karen.green,DSK0001,karen.green@external.com,,,karen.green@partner.com,37320176,0
E005153,06/07/2010 02:17:00,iris.lee,DSK0005,charlie.brown@external.com,,charlie.brown@dtaa.com,iris.lee@external.com,4608775,3
E005154,03/10/2010 01:56:00,leo.harris,DSK0001,peter.robinson@dtaa.com,mia.thompson@dtaa.com,,leo.harris@company.com,9275968,4
E005155,01/12/2010 19:17:00,peter.robinson,DSK0001,bob.johnson@company.com,,,peter.robinson@partner.com,4185261,0
E005156,03/09/2010 11:39:00,jack.white,DSK0004,grace.taylor@dtaa.com,,,jack.white@external.com,2671999,9
E005157,04/09/2010 01:05:00,karen.green,LAP0001,iris.lee@company.com,,,karen.green@dtaa.com,37022098,10
E005158,07/20/2010 05:36:00,charlie.brown,LAP0001,leo.harris@company.com,diana.wilson@dtaa.com,,charlie.brown@partner.com,45542991,0
E005159,11/15/2010 11:00:00,olivia.garcia,DSK0002,karen.green@dtaa.com,,,olivia.garcia@company.com,45342971,0
E005160,01/17/2010 19:29:00,frank.miller,DSK0004,noah.martin@partner.com,alice.smith@dtaa.com,,frank.miller@external.com,7847332,0
E005161,06/03/2010 03:25:00,frank.miller,DSK0003,noah.martin@partner.com,,,frank.miller@company.com,26121340,2
E005162,10/21/2010 03:19:00,bob.johnson,LAP0003,karen.green@partner.com,,,bob.johnson@partner.com,25566445,0
E005163,08/12/2010 14:12:00,karen.green,DSK0003,peter.robinson@external.com,,,karen.green@partner.com,42334389,0
E005164,02/04/2010 19:42:00,eve.davis,LAP0004,frank.miller@partner.com,,,eve.davis@company.com,20455648,8
E005165,02/16/2010 07:17:00,bob.johnson,LAP0003,noah.martin@dtaa.com,,,bob.johnson@partner.com,13893848,0
E005166,03/31/2010 18:51:00,iris.lee,DSK0002,karen.green@company.com,,,iris.lee@company.com,9952073,0
E005167,01/27/2010 22:28:00,olivia.garcia,LAP0002,jack.white@company.com,,,olivia.garcia@company.com,43349708,3
E005168,04/18/2010 01:29:00,jack.white,DSK0005,noah.martin@external.com,,,jack.white@external.com,61859946,5
E005169,08/21/2010 14:45:00,diana.wilson,LAP0003,alice.smith@external.com,noah.martin@dtaa.com,,diana.wilson@company.com,45808634,0
E005170,01/04/2010 15:38:00,olivia.garcia,DSK0004,noah.martin@dtaa.com,,,olivia.garcia@partner.com,47017235,4
E005171,02/01/2010 02:11:00,peter.robinson,DSK0001,jack.white@company.com,,,peter.robinson@dtaa.com,29070562,0
E005172,12/13/2010 02:31:00,jack.white,LAP0001,henry.clark@external.com,,,jack.white@dtaa.com,6594361,0
E005173,07/24/2010 20:38:00,peter.robinson,DSK0001,bob.johnson@company.com,frank.miller@dtaa.com,olivia.garcia@dtaa.com,peter.robinson@external.com,46023240,1
E005174,09/30/2010 13:27:00,noah.martin,DSK0002,karen.green@external.com,,,noah.martin@partner.com,8967148,0
E005175,09/06/2010 18:12:00,leo.harris,DSK0004,karen.green@partner.com,,,leo.harris@company.com,41435137,3
E005176,10/09/2010 15:46:00,peter.robinson,DSK0005,mia.thompson@company.com,mia.thompson@dtaa.com,,peter.robinson@company.com,6068872,0
E005177,10/24/2010 05:28:00,charlie.brown,LAP0005,frank.miller@company.com,,charlie.brown@dtaa.com,charlie.brown@company.com,44830576,1
E005178,01/03/2010 09:54:00,bob.johnson,DSK0005,mia.thompson@partner.com,,,bob.johnson@external.com,30521613,0
E005179,05/07/2010 18:02:00,bob.johnson,DSK0005,iris.lee@external.com,,,bob.johnson@partner.com,36967192,6
E005180,04/05/2010 06:05:00,frank.miller,LAP0003,alice.smith@dtaa.com,leo.harris@dtaa.com,,frank.miller@external.com,20128678,4
E005181,05/20/2010 09:13:00,diana.wilson,DSK0005,charlie.brown@dtaa.com,grace.taylor@dtaa.com,,diana.wilson@partner.com,2884135,1
E005182,06/17/2010 16:28:00,eve.davis,DSK0004,frank.miller@partner.com,,,eve.davis@company.com,30631990,5
E005183,01/20/2010 16:31:00,frank.miller,DSK0005,mia.thompson@dtaa.com,,,frank.miller@company.com,20610760,0
E005184,01/13/2010 02:49:00,diana.wilson,DSK0003,bob.johnson@dtaa.com,,,diana.wilson@dtaa.com,40773272,3
E005185,01/13/2010 06:47:00,alice.smith,DSK0005,frank.miller@dtaa.com,,,alice.smith@dtaa.com,41528157,0
E005186,03/16/2010 03:19:00,olivia.garcia,DSK0002,peter.robinson@partner.com,,,olivia.garcia@external.com,31201185,0
E005187,09/23/2010 04:12:00,diana.wilson,LAP0004,bob.johnson@company.com,jack.white@dtaa.com,,diana.wilson@external.com,16266235,0
E005188,10/26/2010 08:05:00,mia.thompson,DSK0003,karen.green@partner.com,,,mia.thompson@partner.com,45774636,2
E005189,03/11/2010 16:16:00,frank.miller,LAP0004,grace.taylor@partner.com,,,frank.miller@dtaa.com,6963125,0
E005190,02/18/2010 08:15:00,alice.smith,LAP0001,karen.green@dtaa.com,,,alice.smith@company.com,35310226,2
E005191,08/09/2010 16:38:00,iris.lee,DSK0001,leo.harris@dtaa.com,,,iris.lee@external.com,1434316,10
E005192,02/11/2010 21:42:00,henry.clark,DSK0005,henry.clark@company.com,karen.green@dtaa.com,,henry.clark@dtaa.com,34453676,1
E005193,02/14/2010 05:02:00,alice.smith,LAP0001,frank.miller@partner.com,,,alice.smith@dtaa.com,114148,0
E005194,05/03/2010 17:10:00,henry.clark,DSK0002,leo.harris@external.com,,,henry.clark@company.com,576405,0
E005195,01/12/2010 12:24:00,iris.lee,LAP0001,bob.johnson@external.com,,,iris.lee@company.com,48606990,1
E005196,06/27/2010 04:15:00,eve.davis,DSK0001,diana.wilson@company.com,noah.martin@dtaa.com,,eve.davis@dtaa.com,6465298,1
E005197,05/31/2010 23:32:00,peter.robinson,DSK0003,grace.taylor@company.com,,,peter.robinson@company.com,47040865,2
E005198,09/19/2010 20:49:00,bob.johnson,DSK0003,leo.harris@partner.com,,,bob.johnson@external.com,17641850,1
E005199,07/01/2010 07:21:00,henry.clark,DSK0003,olivia.garcia@dtaa.com,bob.johnson@dtaa.com,,henry.clark@dtaa.com,22763918,2
E005200,01/22/2010 01:45:00,noah.martin,LAP0002,olivia.garcia@company.com,,,noah.martin@partner.com,19178720,1
E005201,11/16/2010 04:03:00,frank.miller,DSK0004,henry.clark@dtaa.com,,,frank.miller@dtaa.com,40768264,2
E005202,06/27/2010 14:24:00,karen.green,LAP0003,frank.miller@company.com,,,karen.green@partner.com,17241542,1
E005203,01/01/2010 17:47:00,eve.davis,LAP0002,mia.thompson@company.com,,,eve.davis@dtaa.com,28799371,4
E005204,09/05/2010 10:35:00,peter.robinson,DSK0001,charlie.brown@partner.com,peter.robinson@dtaa.com,,peter.robinson@dtaa.com,16515391,0
E005205,08/09/2010 12:11:00,grace.taylor,DSK0002,charlie.brown@partner.com,grace.taylor@dtaa.com,,grace.taylor@dtaa.com,32106748,10
E005206,05/07/2010 04:34:00,grace.taylor,LAP0001,mia.thompson@dtaa.com,,,grace.taylor@partner.com,16249469,0
E005207,04/26/2010 11:38:00,mia.thompson,DSK0003,leo.harris@partner.com,,,mia.thompson@external.com,49490792,0
E005208,07/07/2010 08:44:00,grace.taylor,DSK0003,karen.green@company.com,,karen.green@dtaa.com,grace.taylor@partner.com,509949,1
E005209,10/04/2010 08:14:00,eve.davis,DSK0002,jack.white@dtaa.com,,,eve.davis@partner.com,30070690,1
E005210,08/13/2010 11:32:00,olivia.garcia,LAP0001,charlie.brown@partner.com,,mia.thompson@dtaa.com,olivia.garcia@partner.com,29675640,0
E005211,04/21/2010 09:56:00,karen.green,DSK0004,charlie.brown@dtaa.com,karen.green@dtaa.com,,karen.green@partner.com,29298555,0
E005212,04/13/2010 06:31:00,mia.thompson,LAP0003,mia.thompson@dtaa.com,,bob.johnson@dtaa.com,mia.thompson@dtaa.com,29714359,0
E005213,10/11/2010 20:15:00,grace.taylor,LAP0005,iris.lee@external.com,bob.johnson@dtaa.com,,grace.taylor@dtaa.com,46264227,0
E005214,11/11/2010 14:47:00,diana.wilson,LAP0003,jack.white@company.com,,,diana.wilson@partner.com,30210287,1
E005215,09/01/2010 04:33:00,henry.clark,DSK0003,olivia.garcia@company.com,,,henry.clark@company.com,39396354,0
E005216,06/30/2010 11:12:00,leo.harris,DSK0005,jack.white@company.com,,,leo.harris@partner.com,28826651,2
E005217,07/16/2010 03:19:00,charlie.brown,LAP0001,olivia.garcia@dtaa.com,,karen.green@dtaa.com,charlie.brown@dtaa.com,42537687,0
E005218,03/18/2010 11:27:00,mia.thompson,DSK0005,diana.wilson@dtaa.com,mia.thompson@dtaa.com,,mia.thompson@partner.com,15512674,0
E005219,05/18/2010 15:36:00,mia.thompson,LAP0004,alice.smith@external.com,alice.smith@dtaa.com,,mia.thompson@external.com,34333396,0
E005220,10/24/2010 15:25:00,eve.davis,LAP0001,frank.miller@partner.com,,,eve.davis@partner.com,48381204,0
E005221,09/10/2010 15:15:00,jack.white,LAP0003,peter.robinson@company.com,,,jack.white@dtaa.com,33217114,0
E005222,03/01/2010 23:41:00,grace.taylor,DSK0002,olivia.garcia@partner.com,,,grace.taylor@partner.com,29413908,1
E005223,10/09/2010 02:31:00,iris.lee,DSK0002,peter.robinson@dtaa.com,leo.harris@dtaa.com,,iris.lee@partner.com,30456038,0
E005224,01/20/2010 13:16:00,karen.green,DSK0005,alice.smith@dtaa.com,,,karen.green@dtaa.com,39831741,2
E005225,05/01/2010 08:48:00,peter.robinson,DSK0004,diana.wilson@external.com,olivia.garcia@dtaa.com,diana.wilson@dtaa.com,peter.robinson@external.com,2515667,2
E005226,01/08/2010 19:46:00,jack.white,DSK0004,alice.smith@company.com,,,jack.white@company.com,21634778,0
E005227,06/14/2010 09:14:00,karen.green,DSK0001,leo.harris@company.com,jack.white@dtaa.com,,karen.green@company.com,41431869,2
E005228,12/12/2010 18:53:00,jack.white,LAP0001,alice.smith@dtaa.com,jack.white@dtaa.com,,jack.white@partner.com,7496888,1
E005229,05/11/2010 08:25:00,grace.taylor,LAP0001,eve.davis@external.com,,,grace.taylor@company.com,44765338,9
E005230,10/09/2010 17:35:00,iris.lee,LAP0005,diana.wilson@partner.com,,,iris.lee@dtaa.com,9886653,0
E005231,06/22/2010 02:34:00,diana.wilson,LAP0004,bob.johnson@partner.com,,,diana.wilson@partner.com,22078784,0
E005232,02/24/2010 11:17:00,jack.white,LAP0004,grace.taylor@dtaa.com,,,jack.white@partner.com,22904093,1
E005233,01/28/2010 21:46:00,frank.miller,LAP0003,eve.davis@partner.com,,eve.davis@dtaa.com,frank.miller@dtaa.com,12743363,0
E005234,05/20/2010 16:06:00,charlie.brown,DSK0001,jack.white@external.com,henry.clark@dtaa.com,,charlie.brown@external.com,4130449,1
E005235,03/18/2010 18:51:00,karen.green,LAP0003,olivia.garcia@partner.com,leo.harris@dtaa.com,,karen.green@company.com,45082698,0
E005236,04/11/2010 23:12:00,peter.robinson,LAP0004,jack.white@partner.com,,,peter.robinson@dtaa.com,48189432,0
E005237,11/28/2010 03:55:00,iris.lee,DSK0005,henry.clark@dtaa.com,charlie.brown@dtaa.com,,iris.lee@dtaa.com,12959529,2
E005238,06/21/2010 00:56:00,diana.wilson,DSK0003,bob.johnson@dtaa.com,,,diana.wilson@dtaa.com,42543317,0
E005239,10/28/2010 23:51:00,leo.harris,DSK0002,grace.taylor@partner.com,,,leo.harris@company.com,4746608,3
E005240,12/15/2010 23:10:00,frank.miller,DSK0001,noah.martin@dtaa.com,,,frank.miller@partner.com,17138882,0
E005241,11/01/2010 10:59:00,bob.johnson,LAP0004,henry.clark@dtaa.com,,,bob.johnson@dtaa.com,24341228,9
E005242,08/26/2010 21:47:00,olivia.garcia,LAP0003,peter.robinson@external.com,iris.lee@dtaa.com,,olivia.garcia@dtaa.com,23252614,2
E005243,05/21/2010 08:28:00,leo.harris,DSK0003,jack.white@partner.com,,,leo.harris@company.com,47851448,2
E005244,06/15/2010 06:01:00,bob.johnson,LAP0003,mia.thompson@company.com,frank.miller@dtaa.com,,bob.johnson@company.com,36179378,2
E005245,07/24/2010 22:02:00,karen.green,LAP0001,leo.harris@partner.com,,,karen.green@partner.com,42115749,3
E005246,07/13/2010 17:29:00,eve.davis,DSK0001,charlie.brown@company.com,jack.white@dtaa.com,,eve.davis@partner.com,16384608,1
E005247,03/18/2010 08:09:00,peter.robinson,DSK0005,frank.miller@partner.com,olivia.garcia@dtaa.com,,peter.robinson@external.com,24312369,0
E005248,10/19/2010 05:42:00,eve.davis,LAP0001,diana.wilson@dtaa.com,karen.green@dtaa.com,iris.lee@dtaa.com,eve.davis@dtaa.com,2442481,0
E005249,07/30/2010 16:50:00,grace.taylor,LAP0004,leo.harris@dtaa.com,,,grace.taylor@external.com,35016011,0
E005250,06/12/2010 18:46:00,bob.johnson,DSK0005,olivia.garcia@dtaa.com,,,bob.johnson@dtaa.com,1465389,2
E005251,07/25/2010 21:51:00,leo.harris,DSK0005,olivia.garcia@partner.com,,,leo.harris@partner.com,41205680,0
E005252,02/10/2010 18:28:00,alice.smith,LAP0001,olivia.garcia@dtaa.com,,,alice.smith@dtaa.com,38330844,0
E005253,11/30/2010 17:49:00,charlie.brown,DSK0002,iris.lee@company.com,eve.davis@dtaa.com,,charlie.brown@company.com,13319329,1
E005254,01/01/2011 07:26:00,eve.davis,DSK0004,eve.davis@dtaa.com,olivia.garcia@dtaa.com,,eve.davis@dtaa.com,22593858,0
E005255,05/07/2010 18:23:00,diana.wilson,DSK0003,iris.lee@external.com,,,diana.wilson@external.com,35924422,5
E005256,02/08/2010 16:19:00,charlie.brown,LAP0003,bob.johnson@external.com,olivia.garcia@dtaa.com,,charlie.brown@dtaa.com,3244356,0
E005257,11/05/2010 09:57:00,karen.green,LAP0003,iris.lee@company.com,,,karen.green@partner.com,16708928,1
E005258,09/23/2010 09:29:00,olivia.garcia,DSK0004,eve.davis@dtaa.com,,,olivia.garcia@company.com,5788492,1
E005259,12/01/2010 12:49:00,bob.johnson,DSK0001,mia.thompson@external.com,olivia.garcia@dtaa.com,,bob.johnson@partner.com,1809480,4
E005260,04/04/2010 00:51:00,karen.green,LAP0004,bob.johnson@partner.com,,,karen.green@company.com,6909196,4
E005261,04/23/2010 02:15:00,peter.robinson,DSK0004,jack.white@partner.com,,,peter.robinson@dtaa.com,30127256,0
E005262,10/09/2010 05:15:00,iris.lee,DSK0004,leo.harris@dtaa.com,,,iris.lee@external.com,36197492,1
E005263,11/07/2010 23:34:00,frank.miller,LAP0001,bob.johnson@external.com,,,frank.miller@company.com,31737321,0
E005264,06/05/2010 03:08:00,jack.white,LAP0002,eve.davis@partner.com,,,jack.white@partner.com,5920070,5
E005265,04/04/2010 08:24:00,mia.thompson,DSK0003,bob.johnson@external.com,,,mia.thompson@dtaa.com,3801879,6
E005266,08/22/2010 02:09:00,karen.green,LAP0004,diana.wilson@dtaa.com,,,karen.green@external.com,16926649,1
E005267,12/09/2010 22:24:00,diana.wilson,LAP0004,diana.wilson@dtaa.com,mia.thompson@dtaa.com,,diana.wilson@partner.com,7027031,0
E005268,05/01/2010 02:26:00,eve.davis,DSK0003,noah.martin@partner.com,eve.davis@dtaa.com,,eve.davis@external.com,40825935,1
E005269,12/10/2010 02:30:00,grace.taylor,DSK0004,peter.robinson@partner.com,diana.wilson@dtaa.com,,grace.taylor@external.com,45364182,0
E005270,03/26/2010 14:08:00,henry.clark,LAP0003,bob.johnson@partner.com,,,henry.clark@dtaa.com,49578032,2
E005271,08/07/2010 02:28:00,diana.wilson,LAP0002,karen.green@dtaa.com,diana.wilson@dtaa.com,,diana.wilson@external.com,7029245,0
E005272,04/12/2010 01:31:00,mia.thompson,LAP0002,alice.smith@partner.com,,,mia.thompson@dtaa.com,43785030,0
E005273,12/28/2010 10:39:00,diana.wilson,DSK0003,henry.clark@dtaa.com,,grace.taylor@dtaa.com,diana.wilson@dtaa.com,21210005,0
E005274,12/11/2010 12:27:00,noah.martin,DSK0001,jack.white@dtaa.com,henry.clark@dtaa.com,,noah.martin@partner.com,47998507,2
E005275,06/07/2010 06:31:00,frank.miller,DSK0002,charlie.brown@external.com,,,frank.miller@external.com,35046430,6
E005276,10/20/2010 03:25:00,peter.robinson,DSK0001,bob.johnson@partner.com,,,peter.robinson@external.com,10577014,0
E005277,07/28/2010 19:43:00,iris.lee,DSK0002,jack.white@company.com,,,iris.lee@external.com,42007538,0
E005278,10/03/2010 17:43:00,frank.miller,LAP0002,iris.lee@external.com,grace.taylor@dtaa.com,,frank.miller@external.com,12742293,1
E005279,08/13/2010 08:32:00,diana.wilson,DSK0003,alice.smith@partner.com,diana.wilson@dtaa.com,,diana.wilson@company.com,16812807,0
E005280,07/10/2010 18:57:00,bob.johnson,DSK0004,peter.robinson@external.com,frank.miller@dtaa.com,,bob.johnson@external.com,29485094,1
E005281,01/09/2010 08:07:00,eve.davis,DSK0003,diana.wilson@company.com,,,eve.davis@company.com,35023026,0
E005282,04/24/2010 01:08:00,peter.robinson,LAP0004,eve.davis@dtaa.com,,,peter.robinson@company.com,27668543,9
E005283,01/07/2010 13:27:00,bob.johnson,LAP0004,mia.thompson@external.com,jack.white@dtaa.com,,bob.johnson@dtaa.com,20986150,0
E005284,12/20/2010 12:58:00,peter.robinson,DSK0005,peter.robinson@partner.com,eve.davis@dtaa.com,,peter.robinson@company.com,7277510,0
E005285,11/27/2010 17:35:00,diana.wilson,LAP0004,grace.taylor@external.com,,,diana.wilson@external.com,15931370,0
E005286,07/03/2010 23:51:00,eve.davis,LAP0003,peter.robinson@dtaa.com,eve.davis@dtaa.com,alice.smith@dtaa.com,eve.davis@external.com,14469724,0
E005287,07/06/2010 22:07:00,mia.thompson,LAP0003,diana.wilson@dtaa.com,,mia.thompson@dtaa.com,mia.thompson@external.com,18885735,1
E005288,03/25/2010 11:53:00,eve.davis,DSK0005,leo.harris@company.com,,,eve.davis@partner.com,6716526,0
E005289,02/26/2010 15:04:00,karen.green,LAP0004,karen.green@external.com,,peter.robinson@dtaa.com,karen.green@company.com,46175979,10
E005290,04/13/2010 20:02:00,leo.harris,LAP0004,eve.davis@partner.com,,,leo.harris@company.com,20290926,2
E005291,04/11/2010 00:26:00,mia.thompson,DSK0005,jack.white@dtaa.com,henry.clark@dtaa.com,,mia.thompson@company.com,476860,0
E005292,05/10/2010 23:17:00,frank.miller,DSK0001,eve.davis@dtaa.com,,,frank.miller@external.com,44037648,10
E005293,11/02/2010 23:30:00,leo.harris,DSK0004,noah.martin@partner.com,peter.robinson@dtaa.com,,leo.harris@dtaa.com,28365261,0
